20191227,000000,7194.130000000
20191227,000004,7194.130000000
20191227,000005,7194.130000000
20191227,000005,7194.130000000
20191227,000017,7194.130000000
20191227,000022,7194.120000000
20191227,000022,7194.120000000
20191227,000022,7192.010000000
20191227,000023,7192.010000000
20191227,000024,7192.010000000
20191227,000024,7192.010000000
20191227,000027,7192.010000000
20191227,000036,7192.000000000
20191227,000038,7190.240000000
20191227,000038,7190.230000000
20191227,000038,7190.000000000
20191227,000038,7189.390000000
20191227,000038,7189.380000000
20191227,000038,7189.370000000
20191227,000041,7188.720000000
20191227,000045,7188.720000000
20191227,000047,7190.970000000
20191227,000047,7191.290000000
20191227,000048,7192.040000000
20191227,000051,7194.230000000
20191227,000052,7194.210000000
20191227,000052,7194.230000000
20191227,000053,7195.000000000
20191227,000101,7195.000000000
20191227,000101,7195.000000000
20191227,000102,7195.000000000
20191227,000106,7194.990000000
20191227,000107,7195.000000000
20191227,000108,7195.000000000
20191227,000114,7193.150000000
20191227,000114,7193.150000000
20191227,000114,7193.140000000
20191227,000114,7193.150000000
20191227,000114,7193.150000000
20191227,000124,7193.150000000
20191227,000125,7193.150000000
20191227,000135,7193.140000000
20191227,000138,7190.320000000
20191227,000141,7188.900000000
20191227,000142,7188.900000000
20191227,000144,7188.900000000
20191227,000145,7188.900000000
20191227,000145,7188.900000000
20191227,000149,7188.900000000
20191227,000151,7188.890000000
20191227,000154,7188.900000000
20191227,000154,7188.890000000
20191227,000155,7188.900000000
20191227,000155,7188.900000000
20191227,000155,7188.900000000
20191227,000155,7188.900000000
20191227,000157,7191.610000000
20191227,000158,7192.540000000
20191227,000159,7192.540000000
20191227,000200,7192.530000000
20191227,000200,7192.540000000
20191227,000203,7192.540000000
20191227,000205,7192.540000000
20191227,000206,7192.540000000
20191227,000207,7192.540000000
20191227,000207,7192.540000000
20191227,000210,7192.530000000
20191227,000215,7188.310000000
20191227,000216,7188.000000000
20191227,000216,7186.850000000
20191227,000216,7186.840000000
20191227,000222,7187.330000000
20191227,000222,7187.330000000
20191227,000224,7187.980000000
20191227,000224,7187.980000000
20191227,000226,7187.990000000
20191227,000226,7187.990000000
20191227,000230,7187.980000000
20191227,000233,7187.470000000
20191227,000234,7187.990000000
20191227,000235,7187.990000000
20191227,000236,7187.990000000
20191227,000239,7187.480000000
20191227,000240,7187.470000000
20191227,000245,7187.470000000
20191227,000251,7186.350000000
20191227,000252,7186.350000000
20191227,000253,7185.210000000
20191227,000253,7184.940000000
20191227,000255,7186.230000000
20191227,000255,7186.230000000
20191227,000256,7186.230000000
20191227,000257,7186.230000000
20191227,000259,7186.230000000
20191227,000301,7186.230000000
20191227,000301,7185.370000000
20191227,000301,7184.950000000
20191227,000301,7184.950000000
20191227,000301,7184.290000000
20191227,000301,7184.280000000
20191227,000310,7186.050000000
20191227,000313,7186.050000000
20191227,000314,7186.500000000
20191227,000317,7186.510000000
20191227,000321,7187.460000000
20191227,000322,7187.470000000
20191227,000322,7187.470000000
20191227,000323,7187.460000000
20191227,000323,7187.470000000
20191227,000324,7187.480000000
20191227,000326,7187.480000000
20191227,000327,7187.480000000
20191227,000331,7185.210000000
20191227,000334,7185.210000000
20191227,000340,7185.210000000
20191227,000341,7185.210000000
20191227,000343,7185.210000000
20191227,000351,7185.210000000
20191227,000353,7185.200000000
20191227,000353,7185.200000000
20191227,000354,7185.210000000
20191227,000356,7185.210000000
20191227,000404,7185.190000000
20191227,000408,7185.180000000
20191227,000410,7185.180000000
20191227,000415,7185.180000000
20191227,000418,7185.180000000
20191227,000419,7185.180000000
20191227,000419,7185.180000000
20191227,000421,7185.180000000
20191227,000421,7185.180000000
20191227,000421,7185.190000000
20191227,000423,7185.180000000
20191227,000431,7185.190000000
20191227,000432,7185.190000000
20191227,000434,7185.190000000
20191227,000435,7185.190000000
20191227,000442,7184.240000000
20191227,000442,7184.080000000
20191227,000442,7184.070000000
20191227,000442,7184.010000000
20191227,000442,7185.180000000
20191227,000444,7185.190000000
20191227,000448,7185.150000000
20191227,000453,7184.390000000
20191227,000453,7184.020000000
20191227,000455,7184.390000000
20191227,000455,7184.020000000
20191227,000455,7184.020000000
20191227,000455,7184.010000000
20191227,000455,7185.160000000
20191227,000456,7185.150000000
20191227,000457,7185.150000000
20191227,000500,7185.160000000
20191227,000500,7184.020000000
20191227,000502,7184.150000000
20191227,000505,7184.010000000
20191227,000508,7184.010000000
20191227,000509,7184.000000000
20191227,000512,7184.010000000
20191227,000516,7184.010000000
20191227,000516,7184.000000000
20191227,000516,7184.010000000
20191227,000517,7184.010000000
20191227,000520,7184.010000000
20191227,000525,7184.010000000
20191227,000527,7184.010000000
20191227,000532,7184.010000000
20191227,000532,7184.010000000
20191227,000535,7184.010000000
20191227,000535,7184.010000000
20191227,000538,7184.010000000
20191227,000540,7184.010000000
20191227,000540,7184.010000000
20191227,000541,7184.010000000
20191227,000546,7184.010000000
20191227,000549,7184.010000000
20191227,000550,7184.010000000
20191227,000551,7184.010000000
20191227,000553,7184.010000000
20191227,000554,7184.010000000
